client_id,bank_district_id,frequency,lor,client_district_id,age,age_group,Gender,region,nb_inhabitants,nb_cities,urban_inhabitants_ratio,avg_salary,unemployment_rate_96,nb_entrepreneurs_per_1000,nb_crimes_96,unemployment_growth,crime_growth_rate,population_per_city,total_credit,avg_credit_amount,total_withdrawal,avg_withdrawal_amount,debit_count,credit_count,trans_count,avg_trans_amount,max_trans_amount,min_trans_amount,std_trans_amount,net_Flow,last_balance,avg_balance,max_balance,min_balance,std_balance,balance_range,first_balance,balance_growth_pct,median_balance,neg_balance_count,days_since_first_trans,transaction_span_days,avg_days_between_transactions,trans_freq_per_month,credits_per_month,debits_per_month,transaction_activity_ratio,cash_withdrawal_count,card_withdrawal_count,cash_deposit_count,transfer_in_count,transfer_out_count,total_cash_withdrawal,total_card_withdrawal,total_cash_deposit,card_withdrawal_ratio,cash_deposit_ratio,card_type,orders_count,total_order_amount,avg_order_amount,max_order_amount,min_order_amount,insurance_order_count,household_order_count,leasing_order_count,loan_order_count,loans_1996_count,good_loan_count,bad_loan_count,total_loan_amount,loan_duration,monthly_payments,target_loan_1997,target_card_1997
4665,26,POPLATEK MESICNE,3,9,70,70,F,central Bohemia,81344,6,55.3,8899,3.97,149,2487,17.11,-16.74,13557.33,54041.2,2251.7166666666667,59411.2,1080.2036363636364,55,24.0,79,1436.106329113924,5000.0,14.6,1602.1637721068766,-5370.0,33522.9,36233.10253164557,42848.9,29650.6,2464.151530314742,13198.300000000003,38492.9,-12.91,36153.1,0.0,364,364,4.666666666666667,6.583333333333333,2.0,4.583333333333333,113452.4,31,0.0,0.0,12.0,24.0,39515.2,0.0,0.0,0.0,0.0,None,2.0,1658.0,829.0,1505.0,153.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
232,55,POPLATEK MESICNE,3,55,75,70,F,south Moravia,157042,9,33.9,8743,2.43,111,3894,29.26,6.42,17449.11,71722.0,2988.4166666666665,78141.2,2056.3473684210526,38,24.0,62,2417.1483870967745,7500.0,14.6,2330.7395982814887,-6419.199999999997,27840.8,29510.50806451613,39283.8,20636.3,4368.874063537271,18647.500000000004,33285.3,-16.36,29485.4,0.0,362,362,5.934426229508197,5.166666666666667,2.0,3.1666666666666665,149863.2,26,0.0,0.0,12.0,12.0,35145.2,0.0,0.0,0.0,0.0,None,1.0,3583.0,3583.0,3583.0,3583.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
914,1,POPLATEK MESICNE,3,1,75,70,F,Prague,1204953,1,100.0,12541,0.43,167,99107,48.28,15.68,1204953.0,76020.5,3167.5208333333335,72105.2,1897.5052631578947,38,24.0,62,2389.124193548387,8000.0,14.6,2446.2938509391684,3915.300000000003,20485.3,23874.1935483871,32311.5,17947.8,3681.660086796688,14363.7,22807.8,-10.18,23786.65,0.0,361,361,5.918032786885246,5.166666666666667,2.0,3.1666666666666665,148125.7,26,0.0,0.0,12.0,12.0,43785.2,0.0,0.0,0.0,0.0,None,1.0,2360.0,2360.0,2360.0,2360.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2530,7,POPLATEK TYDNE,3,8,46,40,M,central Bohemia,112065,8,69.4,11277,1.44,127,4987,15.2,-3.71,14008.12,249801.3,10408.387499999999,248474.0,7099.257142857143,35,24.0,59,8445.34406779661,46223.0,30.0,11604.391942623472,1327.2999999999884,31712.4,41692.250847457624,95171.5,19596.2,15015.496397795092,75575.3,76348.3,-58.46,40948.8,0.0,360,360,6.206896551724138,4.916666666666667,2.0,2.9166666666666665,498275.3,35,0.0,12.0,0.0,0.0,248474.0,0.0,247862.0,0.0,0.5,None,1.0,4619.9,4619.9,4619.9,4619.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2566,68,POPLATEK MESICNE,3,29,33,30,F,west Bohemia,45714,6,55.6,8843,3.6,113,888,27.66,8.56,7619.0,132410.9,5517.120833333333,132954.2,4154.81875,32,24.0,56,4738.662499999999,20490.0,14.6,4965.559861195275,-543.3000000000175,26934.7,32042.467857142856,48015.3,18549.0,7386.906221812834,29466.300000000003,19815.0,35.93,31521.85,0.0,355,355,6.454545454545454,4.666666666666667,2.0,2.6666666666666665,265365.1,20,0.0,12.0,0.0,12.0,40998.2,0.0,130790.0,0.0,0.5,None,1.0,7663.0,7663.0,7663.0,7663.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
4335,54,POPLATEK MESICNE,3,54,72,70,F,south Moravia,387570,1,100.0,9897,1.96,140,18696,22.5,-0.13,387570.0,73179.8,3049.1583333333333,82255.2,2056.38,40,24.0,64,2428.671875,11950.0,14.6,2580.9256892599874,-9075.399999999994,18381.1,22885.1671875,33463.4,15993.6,4078.604840323397,17469.800000000003,33463.4,-45.07,22378.3,0.0,356,356,5.650793650793651,5.333333333333333,2.0,3.3333333333333335,155435.0,28,0.0,0.0,12.0,12.0,41935.2,0.0,0.0,0.0,0.0,None,1.0,3360.0,3360.0,3360.0,3360.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
4215,41,POPLATEK MESICNE,3,49,44,40,F,east Bohemia,75685,9,60.8,8208,2.26,155,2123,19.58,27.89,8409.44,210275.2,8411.008,205535.2,3806.2074074074076,54,25.0,79,5263.422784810127,23871.0,14.6,6390.802652248543,4740.0,56594.3,51951.37215189873,69970.4,36859.2,6831.91887246795,33111.2,45134.2,25.39,52087.9,0.0,359,359,4.602564102564102,6.583333333333333,2.0833333333333335,4.5,415810.4000000001,30,0.0,13.0,0.0,24.0,106235.2,0.0,207582.0,0.0,0.52,None,2.0,8275.0,4137.5,7951.0,324.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
523,38,POPLATEK MESICNE,3,38,74,70,M,north Bohemia,85852,4,59.8,8965,8.23,104,2822,16.24,6.37,21463.0,61814.1,2575.5875,61573.2,1759.2342857142855,35,24.0,59,2091.3101694915254,6350.0,14.6,2072.737545114982,240.90000000000146,29244.2,26148.881355932204,34392.7,16940.4,3996.4880175782387,17452.299999999996,27068.8,8.04,25927.8,0.0,363,363,6.258620689655173,4.916666666666667,2.0,2.9166666666666665,123387.3,23,0.0,0.0,12.0,12.0,23305.2,0.0,0.0,0.0,0.0,None,1.0,3189.0,3189.0,3189.0,3189.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2099,1,POPLATEK MESICNE,3,1,78,70,M,Prague,1204953,1,100.0,12541,0.43,167,99107,48.28,15.68,1204953.0,82377.3,3432.3875000000003,71121.2,1823.6205128205127,39,24.0,63,2436.4841269841268,9400.0,14.6,2606.3940276104336,11256.100000000006,46613.1,43601.263492063496,56108.7,30160.9,6297.807818631797,25947.799999999996,42046.1,10.86,43904.3,0.0,360,360,5.806451612903226,5.25,2.0,3.25,153498.5,27,0.0,0.0,12.0,12.0,47385.2,0.0,0.0,0.0,0.0,None,1.0,1978.0,1978.0,1978.0,1978.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1810,41,POPLATEK MESICNE,3,41,77,70,M,north Bohemia,118650,3,85.6,9832,4.48,114,5471,34.94,-15.11,39550.0,60972.0,2540.5,66985.2,1339.704,50,24.0,74,1729.1513513513514,5009.0,14.6,1964.478270884911,-6013.199999999997,17224.6,16909.613513513512,25932.0,10180.6,2929.902308920023,15751.4,23187.0,-25.71,16947.75,0.0,355,355,4.863013698630137,6.166666666666667,2.0,4.166666666666667,127957.20000000001,26,0.0,0.0,12.0,24.0,39205.2,0.0,0.0,0.0,0.0,None,2.0,2315.0,1157.5,2264.0,51.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
454,38,POPLATEK MESICNE,3,38,47,40,F,north Bohemia,85852,4,59.8,8965,8.23,104,2822,16.24,6.37,21463.0,301962.0,12581.75,288631.2,8489.152941176471,34,24.0,58,10182.641379310344,34562.0,14.6,10798.498498386765,13330.799999999988,58286.0,53964.799999999996,85674.4,32376.6,11772.287623206834,53297.799999999996,67996.4,-14.28,53267.3,0.0,361,361,6.333333333333333,4.833333333333333,2.0,2.8333333333333335,590593.2,34,0.0,0.0,12.0,0.0,288631.2,0.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
3533,1,POPLATEK MESICNE,3,1,33,30,F,Prague,1204953,1,100.0,12541,0.43,167,99107,48.28,15.68,1204953.0,91769.8,3398.8814814814814,100439.2,2391.4095238095238,42,27.0,69,2785.6376811594205,9669.0,14.6,2720.825355102935,-8669.399999999994,16981.3,22752.814492753623,35189.9,13596.1,5004.312647203745,21593.800000000003,22836.2,-25.64,23314.2,0.0,361,361,5.3088235294117645,5.75,2.25,3.5,192209.0,30,0.0,15.0,0.0,12.0,48875.2,0.0,90698.0,0.0,0.5555555555555556,None,1.0,4297.0,4297.0,4297.0,4297.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1044,9,POPLATEK MESICNE,3,9,25,20,F,central Bohemia,81344,6,55.3,8899,3.97,149,2487,17.11,-16.74,13557.33,169219.4,6768.776,171887.2,1998.6883720930234,86,25.0,111,3073.0324324324324,19700.0,14.6,4700.631852850155,-2667.8000000000175,40747.6,38185.93693693694,53758.7,28710.5,5069.0324809649655,25048.199999999997,41815.6,-2.55,37877.2,0.0,365,365,3.3181818181818183,9.25,2.0833333333333335,7.166666666666667,341106.6,38,0.0,13.0,0.0,48.0,113675.2,0.0,167172.0,0.0,0.52,None,4.0,4851.0,1212.75,3844.0,38.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1973,60,POPLATEK MESICNE,3,60,65,60,F,south Moravia,110643,4,51.9,8441,4.48,115,2252,29.86,19.85,27660.75,52204.7,2175.195833333333,47745.2,1540.1677419354837,31,24.0,55,1817.270909090909,4276.0,14.6,1767.253188558838,4459.5,21113.0,17318.66181818182,21127.6,12360.2,2246.728867626501,8767.399999999998,13803.7,52.95,17101.7,0.0,360,360,6.666666666666667,4.583333333333333,2.0,2.5833333333333335,99949.9,19,0.0,0.0,12.0,12.0,13545.199999999999,0.0,0.0,0.0,0.0,None,1.0,2850.0,2850.0,2850.0,2850.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
